id_kos,nama_kos,kota,wilayah,harga_per_bulan,tipe_kos,ukuran_kamar,ac,kamar_mandi_dalam,wifi,listrik_include,parkir,dapur,laundry,security_24jam,jarak_ke_kampus_km,kampus_terdekat,jarak_ke_transportasi_km,rating,jumlah_kamar,jumlah_review,deskripsi_promosi,ulasan_penghuni,foto_path,latitude,longitude
KOS-0804,Kos Koja 804,Jakarta Utara,Koja,2400000,Putra,12,0,1,0,1,0,0,0,0,5.4,Universitas Jayabaya,0.8,4.2,19,136,"Tersedia kamar kos putra di kawasan Koja, Jakarta Utara. Luas kamar 12m², fasilitas: kamar mandi dalam dan listrik termasuk. Dekat kampus (5.4 km) dan transportasi umum (0.8 km). Lingkungan tenang, pemilik kos ramah dan responsif. Harga sudah mencakup biaya perawatan fasilitas bersama. Ideal untuk pelajar yang baru merantau.","Sudah 3 tahun tinggal di sini dan tidak mau pindah. Kamar mandi pribadi sangat nyaman. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0804.jpg,-6.137827,106.877427
KOS-0805,Kos Cilincing 805,Jakarta Utara,Cilincing,2150000,Putri,12,0,1,1,0,1,0,0,0,3.8,Universitas Jayabaya,3.6,4.3,20,175,"Hunian nyaman di jantung Jakarta Utara. Kos putri dengan kamar mandi dalam, WiFi, dan parkir. Ukuran kamar 12m², cukup untuk bekerja dan beristirahat. Bebas banjir, akses 24 jam. Jarak ke transportasi umum hanya 3.6 km. Cocok untuk profesional muda yang aktif.","Lokasi sangat strategis, ke mana-mana mudah dijangkau. WiFi kencang dan stabil. Kamar mandi pribadi sangat nyaman. Harga sangat worth it untuk fasilitasnya. Teman sesama penghuni juga asik.",assets/kos_photos/kos_0805.jpg,-6.111681,106.867262
KOS-0806,Kos Kelapa Gading 806,Jakarta Utara,Kelapa Gading,2450000,Campur,18,1,1,1,0,0,0,1,0,6.8,Universitas Jayabaya,3.4,4.1,23,150,"Tersedia kamar kos campur di kawasan Kelapa Gading, Jakarta Utara. Luas kamar 18m², fasilitas: AC, kamar mandi dalam, WiFi, dan laundry. Dekat kampus (6.8 km) dan transportasi umum (3.4 km). Lingkungan tenang, pemilik kos ramah dan responsif. Harga sudah mencakup biaya perawatan fasilitas bersama. Ideal untuk pelajar yang baru merantau.","Kos paling nyaman selama kuliah di Jakarta. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan bersih dan aman, tidak pernah ada masalah keamanan. Sangat recommended untuk mahasiswa baru!",assets/kos_photos/kos_0806.jpg,-6.135717,106.853663
KOS-0807,Kos Penjaringan 807,Jakarta Utara,Penjaringan,2850000,Putri,24,1,1,0,0,0,0,1,1,2.6,STIE Indonesia Jakarta,0.9,3.6,27,8,"Kos eksklusif putri area Penjaringan! Fasilitas lengkap: AC, kamar mandi dalam, laundry, dan security 24 jam. Kamar 24m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Utara. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 2.6 km ke kampus terdekat. Daftar sekarang!","Oke secara keseluruhan. AC dingin, tidak berisik. Kamar mandi pribadi sangat nyaman. Ada plus minusnya, tapi tidak mengecewakan. Lumayan untuk jangka panjang.",assets/kos_photos/kos_0807.jpg,-6.124013,106.845255
KOS-0808,Kos Tanjung Priok 808,Jakarta Utara,Tanjung Priok,2250000,Putra,9,1,0,1,1,1,0,1,1,5.2,STIE Indonesia Jakarta,2.4,4.5,8,101,"Kos eksklusif putra area Tanjung Priok! Fasilitas lengkap: AC, WiFi, listrik termasuk, parkir, laundry, dan security 24 jam. Kamar 9m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Utara. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 5.2 km ke kampus terdekat. Daftar sekarang!","Baru 8 minggu tapi sudah betah banget. WiFi kencang dan stabil. AC dingin, tidak berisik. Air bersih dan lancar, listrik stabil, tidak pernah mati. Harga sepadan.",assets/kos_photos/kos_0808.jpg,-6.10441,106.878908
KOS-0809,Kos Cilincing 809,Jakarta Utara,Cilincing,2300000,Putra,12,1,0,0,1,1,0,0,0,7.2,STIE Indonesia Jakarta,0.4,4.8,23,115,"Kos eksklusif putra area Cilincing! Fasilitas lengkap: AC, listrik termasuk, dan parkir. Kamar 12m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Utara. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 7.2 km ke kampus terdekat. Daftar sekarang!","Kos paling nyaman selama kuliah di Jakarta. AC dingin, tidak berisik. Lingkungan bersih dan aman, tidak pernah ada masalah keamanan. Sangat recommended untuk mahasiswa baru!",assets/kos_photos/kos_0809.jpg,-6.106966,106.848811
KOS-0810,Kos Tanjung Priok 810,Jakarta Utara,Tanjung Priok,2750000,Putri,18,0,1,1,1,1,0,1,1,6.2,Universitas Jayabaya,3.5,4.0,25,35,"Kos putri strategis di Tanjung Priok, Jakarta Utara. Kamar 18m² dilengkapi kamar mandi dalam, WiFi, listrik termasuk, parkir, laundry, dan security 24 jam. Lokasi hanya 6.2 km dari kampus dan 3.5 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Lokasi sangat strategis, ke mana-mana mudah dijangkau. WiFi kencang dan stabil. Kamar mandi pribadi sangat nyaman. Harga sangat worth it untuk fasilitasnya. Teman sesama penghuni juga asik.",assets/kos_photos/kos_0810.jpg,-6.099443,106.840352
KOS-0811,Kos Tanjung Priok 811,Jakarta Utara,Tanjung Priok,1900000,Putra,20,1,0,1,1,0,1,1,1,8.9,STIE Indonesia Jakarta,1.4,4.5,11,29,"Kos bersih dan terawat di Tanjung Priok, Jakarta Utara. Kamar putra berukuran 20m² tersedia dengan fasilitas AC, WiFi, listrik termasuk, dapur bersama, laundry, dan security 24 jam. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 8.9 km dari kampus, 1.4 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Kos paling nyaman selama kuliah di Jakarta. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan bersih dan aman, tidak pernah ada masalah keamanan. Sangat recommended untuk mahasiswa baru!",assets/kos_photos/kos_0811.jpg,-6.118582,106.908053
KOS-0812,Kos Koja 812,Jakarta Utara,Koja,2400000,Putra,9,0,1,1,1,1,1,0,1,4.6,Universitas Jayabaya,4.2,4.6,27,11,"Kos putra strategis di Koja, Jakarta Utara. Kamar 9m² dilengkapi kamar mandi dalam, WiFi, listrik termasuk, parkir, dapur bersama, dan security 24 jam. Lokasi hanya 4.6 km dari kampus dan 4.2 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Sudah 3 bulan di sini, sangat puas! Kamar bersih dan wangi. WiFi kencang dan stabil. Kamar mandi pribadi sangat nyaman. Pemilik kos sigap menangani keluhan. Sangat direkomendasikan!",assets/kos_photos/kos_0812.jpg,-6.155701,106.849042
KOS-0813,Kos Tanjung Priok 813,Jakarta Utara,Tanjung Priok,2150000,Putri,12,1,1,0,0,1,1,0,1,7.6,Universitas Jayabaya,1.4,3.5,13,92,"Kos eksklusif putri area Tanjung Priok! Fasilitas lengkap: AC, kamar mandi dalam, parkir, dapur bersama, dan security 24 jam. Kamar 12m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Utara. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 7.6 km ke kampus terdekat. Daftar sekarang!","Cukup nyaman untuk kebutuhan sehari-hari. AC dingin, tidak berisik. Kamar mandi pribadi sangat nyaman. Harga standar untuk area sini. Cocok untuk yang budget terbatas.",assets/kos_photos/kos_0813.jpg,-6.131813,106.851555
KOS-0814,Kos Pademangan 814,Jakarta Utara,Pademangan,2700000,Putri,9,1,1,1,1,1,1,0,0,1.2,Universitas Jayabaya,1.3,4.7,25,119,"Kos putri strategis di Pademangan, Jakarta Utara. Kamar 9m² dilengkapi AC, kamar mandi dalam, WiFi, listrik termasuk, parkir, dan dapur bersama. Lokasi hanya 1.2 km dari kampus dan 1.3 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Lokasi sangat strategis, ke mana-mana mudah dijangkau. WiFi kencang dan stabil. AC dingin, tidak berisik. Harga sangat worth it untuk fasilitasnya. Teman sesama penghuni juga asik.",assets/kos_photos/kos_0814.jpg,-6.157861,106.884397
KOS-0815,Kos Cilincing 815,Jakarta Utara,Cilincing,2450000,Putri,18,0,1,1,0,1,1,0,1,5.9,STIE Indonesia Jakarta,2.7,4.5,23,120,"Kos eksklusif putri area Cilincing! Fasilitas lengkap: kamar mandi dalam, WiFi, parkir, dapur bersama, dan security 24 jam. Kamar 18m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Utara. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 5.9 km ke kampus terdekat. Daftar sekarang!","Sudah 8 bulan di sini, sangat puas! Kamar bersih dan wangi. WiFi kencang dan stabil. Kamar mandi pribadi sangat nyaman. Pemilik kos sigap menangani keluhan. Sangat direkomendasikan!",assets/kos_photos/kos_0815.jpg,-6.100221,106.826382
KOS-0816,Kos Pademangan 816,Jakarta Utara,Pademangan,2000000,Campur,12,0,0,1,1,1,1,1,0,6.1,Universitas Jayabaya,2.8,4.2,5,199,"Kos bersih dan terawat di Pademangan, Jakarta Utara. Kamar campur berukuran 12m² tersedia dengan fasilitas WiFi, listrik termasuk, parkir, dapur bersama, dan laundry. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 6.1 km dari kampus, 2.8 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Sudah 3 bulan di sini, sangat puas! Kamar bersih dan wangi. WiFi kencang dan stabil. Pemilik kos sigap menangani keluhan. Sangat direkomendasikan!",assets/kos_photos/kos_0816.jpg,-6.14708,106.865129
KOS-0817,Kos Cilincing 817,Jakarta Utara,Cilincing,2300000,Putri,15,1,1,0,0,1,0,1,1,6.1,Universitas Jayabaya,3.7,4.5,22,179,"Hunian nyaman di jantung Jakarta Utara. Kos putri dengan AC, kamar mandi dalam, parkir, laundry, dan security 24 jam. Ukuran kamar 15m², cukup untuk bekerja dan beristirahat. Bebas banjir, akses 24 jam. Jarak ke transportasi umum hanya 3.7 km. Cocok untuk profesional muda yang aktif.","Baru 8 minggu tapi sudah betah banget. AC dingin, tidak berisik. Kamar mandi pribadi sangat nyaman. Air bersih dan lancar, listrik stabil, tidak pernah mati. Harga sepadan.",assets/kos_photos/kos_0817.jpg,-6.075246,106.913012
KOS-0818,Kos Cilincing 818,Jakarta Utara,Cilincing,1300000,Campur,15,0,0,1,0,1,0,0,0,5.5,Universitas Jayabaya,4.7,4.6,25,164,"Kos bersih dan terawat di Cilincing, Jakarta Utara. Kamar campur berukuran 15m² tersedia dengan fasilitas WiFi dan parkir. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 5.5 km dari kampus, 4.7 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Kos paling nyaman selama kuliah di Jakarta. WiFi kencang dan stabil. Lingkungan bersih dan aman, tidak pernah ada masalah keamanan. Sangat recommended untuk mahasiswa baru!",assets/kos_photos/kos_0818.jpg,-6.144181,106.889417
KOS-0819,Kos Cilincing 819,Jakarta Utara,Cilincing,1900000,Putri,9,1,0,0,1,1,0,1,1,6.8,Universitas Jayabaya,2.8,4.4,11,181,"Kos putri strategis di Cilincing, Jakarta Utara. Kamar 9m² dilengkapi AC, listrik termasuk, parkir, laundry, dan security 24 jam. Lokasi hanya 6.8 km dari kampus dan 2.8 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Lokasi sangat strategis, ke mana-mana mudah dijangkau. AC dingin, tidak berisik. Keamanan 24 jam membuat tenang. Harga sangat worth it untuk fasilitasnya. Teman sesama penghuni juga asik.",assets/kos_photos/kos_0819.jpg,-6.146192,106.877232
KOS-0820,Kos Cilincing 820,Jakarta Utara,Cilincing,1700000,Campur,9,1,0,0,1,0,1,0,1,7.8,STIE Indonesia Jakarta,0.4,3.6,10,126,"Kos bersih dan terawat di Cilincing, Jakarta Utara. Kamar campur berukuran 9m² tersedia dengan fasilitas AC, listrik termasuk, dapur bersama, dan security 24 jam. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 7.8 km dari kampus, 0.4 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Oke secara keseluruhan. AC dingin, tidak berisik. Keamanan 24 jam membuat tenang. Ada plus minusnya, tapi tidak mengecewakan. Lumayan untuk jangka panjang.",assets/kos_photos/kos_0820.jpg,-6.115533,106.894808
KOS-0821,Kos Tanjung Priok 821,Jakarta Utara,Tanjung Priok,2150000,Putra,15,0,0,1,1,1,0,1,1,6.5,Universitas Jayabaya,3.7,3.8,13,19,"Kos eksklusif putra area Tanjung Priok! Fasilitas lengkap: WiFi, listrik termasuk, parkir, laundry, dan security 24 jam. Kamar 15m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Utara. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 6.5 km ke kampus terdekat. Daftar sekarang!",Cukup nyaman untuk kebutuhan sehari-hari. WiFi kencang dan stabil. Keamanan 24 jam membuat tenang. Harga standar untuk area sini. Cocok untuk yang budget terbatas.,assets/kos_photos/kos_0821.jpg,-6.125497,106.892302
KOS-0822,Kos Kelapa Gading 822,Jakarta Utara,Kelapa Gading,1850000,Putra,12,1,1,0,0,1,0,0,1,3.8,STIE Indonesia Jakarta,3.2,4.1,15,157,"Kos bersih dan terawat di Kelapa Gading, Jakarta Utara. Kamar putra berukuran 12m² tersedia dengan fasilitas AC, kamar mandi dalam, parkir, dan security 24 jam. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 3.8 km dari kampus, 3.2 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Sudah 3 tahun tinggal di sini dan tidak mau pindah. AC dingin, tidak berisik. Kamar mandi pribadi sangat nyaman. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0822.jpg,-6.137915,106.838768
KOS-0823,Kos Koja 823,Jakarta Utara,Koja,2700000,Putri,24,1,1,0,1,1,0,1,1,8.9,STIE Indonesia Jakarta,1.0,4.1,25,70,"Kos putri strategis di Koja, Jakarta Utara. Kamar 24m² dilengkapi AC, kamar mandi dalam, listrik termasuk, parkir, laundry, dan security 24 jam. Lokasi hanya 8.9 km dari kampus dan 1.0 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Kos paling nyaman selama kuliah di Jakarta. AC dingin, tidak berisik. Kamar mandi pribadi sangat nyaman. Lingkungan bersih dan aman, tidak pernah ada masalah keamanan. Sangat recommended untuk mahasiswa baru!",assets/kos_photos/kos_0823.jpg,-6.136821,106.884555
KOS-0824,Kos Kelapa Gading 824,Jakarta Utara,Kelapa Gading,2050000,Putra,12,0,1,1,1,1,0,0,1,9.1,STIE Indonesia Jakarta,3.0,5.0,14,192,"Kos putra strategis di Kelapa Gading, Jakarta Utara. Kamar 12m² dilengkapi kamar mandi dalam, WiFi, listrik termasuk, parkir, dan security 24 jam. Lokasi hanya 9.1 km dari kampus dan 3.0 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Sudah 2 tahun tinggal di sini dan tidak mau pindah. WiFi kencang dan stabil. Kamar mandi pribadi sangat nyaman. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0824.jpg,-6.085527,106.899112
KOS-0825,Kos Pademangan 825,Jakarta Utara,Pademangan,1900000,Putra,15,1,0,1,0,1,1,0,0,9.9,STIE Indonesia Jakarta,4.6,3.9,25,192,"Kos eksklusif putra area Pademangan! Fasilitas lengkap: AC, WiFi, parkir, dan dapur bersama. Kamar 15m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Utara. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 9.9 km ke kampus terdekat. Daftar sekarang!","Cukup nyaman untuk kebutuhan sehari-hari. WiFi kencang dan stabil. AC dingin, tidak berisik. Harga standar untuk area sini. Cocok untuk yang budget terbatas.",assets/kos_photos/kos_0825.jpg,-6.141847,106.904284
KOS-0826,Kos Cilincing 826,Jakarta Utara,Cilincing,1950000,Putri,20,0,0,1,0,1,0,0,1,1.0,STIE Indonesia Jakarta,2.7,4.8,11,23,"Kos putri strategis di Cilincing, Jakarta Utara. Kamar 20m² dilengkapi WiFi, parkir, dan security 24 jam. Lokasi hanya 1.0 km dari kampus dan 2.7 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Sudah 12 bulan di sini, sangat puas! Kamar bersih dan wangi. WiFi kencang dan stabil. Keamanan 24 jam membuat tenang. Pemilik kos sigap menangani keluhan. Sangat direkomendasikan!",assets/kos_photos/kos_0826.jpg,-6.12979,106.842655
KOS-0827,Kos Penjaringan 827,Jakarta Utara,Penjaringan,3050000,Putri,24,1,1,1,0,0,0,0,1,4.6,Universitas Jayabaya,4.0,3.8,25,122,"Kos eksklusif putri area Penjaringan! Fasilitas lengkap: AC, kamar mandi dalam, WiFi, dan security 24 jam. Kamar 24m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Utara. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 4.6 km ke kampus terdekat. Daftar sekarang!","Oke secara keseluruhan. WiFi kencang dan stabil. AC dingin, tidak berisik. Ada plus minusnya, tapi tidak mengecewakan. Lumayan untuk jangka panjang.",assets/kos_photos/kos_0827.jpg,-6.105478,106.845315
KOS-0828,Kos Koja 828,Jakarta Utara,Koja,2300000,Putri,9,1,0,1,0,1,1,0,1,6.3,STIE Indonesia Jakarta,1.3,4.0,11,52,"Hunian nyaman di jantung Jakarta Utara. Kos putri dengan AC, WiFi, parkir, dapur bersama, dan security 24 jam. Ukuran kamar 9m², cukup untuk bekerja dan beristirahat. Bebas banjir, akses 24 jam. Jarak ke transportasi umum hanya 1.3 km. Cocok untuk profesional muda yang aktif.","Sudah 8 tahun tinggal di sini dan tidak mau pindah. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0828.jpg,-6.152735,106.877653
KOS-0829,Kos Cilincing 829,Jakarta Utara,Cilincing,2600000,Putri,24,1,1,1,1,0,0,1,1,5.9,Universitas Jayabaya,2.3,4.1,28,99,"Hunian nyaman di jantung Jakarta Utara. Kos putri dengan AC, kamar mandi dalam, WiFi, listrik termasuk, laundry, dan security 24 jam. Ukuran kamar 24m², cukup untuk bekerja dan beristirahat. Bebas banjir, akses 24 jam. Jarak ke transportasi umum hanya 2.3 km. Cocok untuk profesional muda yang aktif.","Kos paling nyaman selama kuliah di Jakarta. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan bersih dan aman, tidak pernah ada masalah keamanan. Sangat recommended untuk mahasiswa baru!",assets/kos_photos/kos_0829.jpg,-6.119685,106.879206
KOS-0830,Kos Pademangan 830,Jakarta Utara,Pademangan,2100000,Campur,12,1,1,0,1,1,1,0,0,8.6,Universitas Jayabaya,1.8,4.3,17,150,"Tersedia kamar kos campur di kawasan Pademangan, Jakarta Utara. Luas kamar 12m², fasilitas: AC, kamar mandi dalam, listrik termasuk, parkir, dan dapur bersama. Dekat kampus (8.6 km) dan transportasi umum (1.8 km). Lingkungan tenang, pemilik kos ramah dan responsif. Harga sudah mencakup biaya perawatan fasilitas bersama. Ideal untuk pelajar yang baru merantau.","Baru 2 minggu tapi sudah betah banget. AC dingin, tidak berisik. Kamar mandi pribadi sangat nyaman. Air bersih dan lancar, listrik stabil, tidak pernah mati. Harga sepadan.",assets/kos_photos/kos_0830.jpg,-6.14814,106.817524
KOS-0831,Kos Pademangan 831,Jakarta Utara,Pademangan,2200000,Putri,9,1,0,1,0,1,0,1,0,7.5,STIE Indonesia Jakarta,5.0,4.2,12,118,"Kos putri strategis di Pademangan, Jakarta Utara. Kamar 9m² dilengkapi AC, WiFi, parkir, dan laundry. Lokasi hanya 7.5 km dari kampus dan 5.0 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Sudah 24 tahun tinggal di sini dan tidak mau pindah. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0831.jpg,-6.177371,106.831845
KOS-0832,Kos Tanjung Priok 832,Jakarta Utara,Tanjung Priok,2000000,Campur,15,1,0,1,0,0,0,0,1,6.5,STIE Indonesia Jakarta,2.7,4.8,6,64,"Kos campur strategis di Tanjung Priok, Jakarta Utara. Kamar 15m² dilengkapi AC, WiFi, dan security 24 jam. Lokasi hanya 6.5 km dari kampus dan 2.7 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Sudah 6 bulan di sini, sangat puas! Kamar bersih dan wangi. WiFi kencang dan stabil. AC dingin, tidak berisik. Pemilik kos sigap menangani keluhan. Sangat direkomendasikan!",assets/kos_photos/kos_0832.jpg,-6.11139,106.87254
KOS-0833,Kos Koja 833,Jakarta Utara,Koja,2400000,Putri,18,1,1,1,0,1,0,1,0,4.9,Universitas Jayabaya,2.7,4.5,21,36,"Hunian nyaman di jantung Jakarta Utara. Kos putri dengan AC, kamar mandi dalam, WiFi, parkir, dan laundry. Ukuran kamar 18m², cukup untuk bekerja dan beristirahat. Bebas banjir, akses 24 jam. Jarak ke transportasi umum hanya 2.7 km. Cocok untuk profesional muda yang aktif.","Sudah 24 tahun tinggal di sini dan tidak mau pindah. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0833.jpg,-6.10249,106.89342
KOS-0834,Kos Cilincing 834,Jakarta Utara,Cilincing,2250000,Putri,12,1,0,1,1,0,0,0,1,7.8,Universitas Jayabaya,3.8,4.0,9,94,"Kos putri strategis di Cilincing, Jakarta Utara. Kamar 12m² dilengkapi AC, WiFi, listrik termasuk, dan security 24 jam. Lokasi hanya 7.8 km dari kampus dan 3.8 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Kos paling nyaman selama kuliah di Jakarta. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan bersih dan aman, tidak pernah ada masalah keamanan. Sangat recommended untuk mahasiswa baru!",assets/kos_photos/kos_0834.jpg,-6.108512,106.868441
KOS-0835,Kos Kelapa Gading 835,Jakarta Utara,Kelapa Gading,3000000,Putri,15,1,1,1,1,1,1,0,1,2.6,Universitas Jayabaya,4.9,4.0,17,116,"Hunian nyaman di jantung Jakarta Utara. Kos putri dengan AC, kamar mandi dalam, WiFi, listrik termasuk, parkir, dapur bersama, dan security 24 jam. Ukuran kamar 15m², cukup untuk bekerja dan beristirahat. Bebas banjir, akses 24 jam. Jarak ke transportasi umum hanya 4.9 km. Cocok untuk profesional muda yang aktif.","Sudah 8 bulan di sini, sangat puas! Kamar bersih dan wangi. WiFi kencang dan stabil. AC dingin, tidak berisik. Pemilik kos sigap menangani keluhan. Sangat direkomendasikan!",assets/kos_photos/kos_0835.jpg,-6.129611,106.844461
KOS-0836,Kos Tanjung Priok 836,Jakarta Utara,Tanjung Priok,1550000,Campur,9,0,1,1,0,1,0,0,0,5.8,Universitas Jayabaya,3.9,3.6,14,79,"Kos campur strategis di Tanjung Priok, Jakarta Utara. Kamar 9m² dilengkapi kamar mandi dalam, WiFi, dan parkir. Lokasi hanya 5.8 km dari kampus dan 3.9 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Lumayan sesuai harga yang dibayar. WiFi kencang dan stabil. Kamar mandi pribadi sangat nyaman. Respons pemilik kadang agak lambat, tapi fasilitas tetap terjaga.",assets/kos_photos/kos_0836.jpg,-6.137879,106.848344
KOS-0837,Kos Pademangan 837,Jakarta Utara,Pademangan,1850000,Campur,15,1,0,1,1,1,0,1,0,2.3,STIE Indonesia Jakarta,1.7,3.8,12,80,"Kos bersih dan terawat di Pademangan, Jakarta Utara. Kamar campur berukuran 15m² tersedia dengan fasilitas AC, WiFi, listrik termasuk, parkir, dan laundry. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 2.3 km dari kampus, 1.7 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Oke secara keseluruhan. WiFi kencang dan stabil. AC dingin, tidak berisik. Ada plus minusnya, tapi tidak mengecewakan. Lumayan untuk jangka panjang.",assets/kos_photos/kos_0837.jpg,-6.096829,106.866865
KOS-0838,Kos Pademangan 838,Jakarta Utara,Pademangan,2300000,Campur,15,1,0,1,1,1,0,0,1,7.9,STIE Indonesia Jakarta,2.8,4.2,21,102,"Tersedia kamar kos campur di kawasan Pademangan, Jakarta Utara. Luas kamar 15m², fasilitas: AC, WiFi, listrik termasuk, parkir, dan security 24 jam. Dekat kampus (7.9 km) dan transportasi umum (2.8 km). Lingkungan tenang, pemilik kos ramah dan responsif. Harga sudah mencakup biaya perawatan fasilitas bersama. Ideal untuk pelajar yang baru merantau.","Sudah 3 tahun tinggal di sini dan tidak mau pindah. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0838.jpg,-6.135311,106.829737
KOS-0839,Kos Kelapa Gading 839,Jakarta Utara,Kelapa Gading,2100000,Campur,20,1,0,1,0,1,1,0,1,9.7,Universitas Jayabaya,0.8,4.3,18,140,"Tersedia kamar kos campur di kawasan Kelapa Gading, Jakarta Utara. Luas kamar 20m², fasilitas: AC, WiFi, parkir, dapur bersama, dan security 24 jam. Dekat kampus (9.7 km) dan transportasi umum (0.8 km). Lingkungan tenang, pemilik kos ramah dan responsif. Harga sudah mencakup biaya perawatan fasilitas bersama. Ideal untuk pelajar yang baru merantau.","Sudah 3 bulan di sini, sangat puas! Kamar bersih dan wangi. WiFi kencang dan stabil. AC dingin, tidak berisik. Pemilik kos sigap menangani keluhan. Sangat direkomendasikan!",assets/kos_photos/kos_0839.jpg,-6.134727,106.854678
KOS-0840,Kos Cilincing 840,Jakarta Utara,Cilincing,2250000,Putri,12,1,0,1,1,1,0,0,1,1.5,Universitas Jayabaya,5.0,4.3,16,147,"Kos bersih dan terawat di Cilincing, Jakarta Utara. Kamar putri berukuran 12m² tersedia dengan fasilitas AC, WiFi, listrik termasuk, parkir, dan security 24 jam. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 1.5 km dari kampus, 5.0 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Sudah 12 bulan di sini, sangat puas! Kamar bersih dan wangi. WiFi kencang dan stabil. AC dingin, tidak berisik. Pemilik kos sigap menangani keluhan. Sangat direkomendasikan!",assets/kos_photos/kos_0840.jpg,-6.120799,106.834922
