id_kos,nama_kos,kota,wilayah,harga_per_bulan,tipe_kos,ukuran_kamar,ac,kamar_mandi_dalam,wifi,listrik_include,parkir,dapur,laundry,security_24jam,jarak_ke_kampus_km,kampus_terdekat,jarak_ke_transportasi_km,rating,jumlah_kamar,jumlah_review
KOS-0480,Kos Senen 480,Jakarta Pusat,Senen,2500000,Putra,15,1,0,1,1,1,0,1,1,4.7,Universitas Indonesia Salemba,4.7,4.1,5,177
KOS-0481,Kos Kemayoran 481,Jakarta Pusat,Kemayoran,3950000,Putra,9,1,1,1,1,0,0,0,1,1.0,Universitas Indonesia Salemba,0.5,4.5,26,51
KOS-0482,Kos Cempaka Putih 482,Jakarta Pusat,Cempaka Putih,2750000,Putra,9,0,0,1,1,1,1,0,1,8.2,Trisakti,0.8,3.8,24,72
KOS-0483,Kos Sawah Besar 483,Jakarta Pusat,Sawah Besar,2250000,Putri,9,1,0,1,0,1,0,1,0,6.2,Tarumanagara,4.6,4.5,28,174
KOS-0484,Kos Kemayoran 484,Jakarta Pusat,Kemayoran,2900000,Putra,12,1,0,1,1,1,1,0,1,5.6,Universitas Indonesia Salemba,0.3,4.5,12,147
KOS-0485,Kos Cempaka Putih 485,Jakarta Pusat,Cempaka Putih,3500000,Putri,18,1,1,1,0,0,0,1,1,1.7,Trisakti,4.3,4.7,19,155
KOS-0486,Kos Senen 486,Jakarta Pusat,Senen,2850000,Putri,9,0,1,1,0,0,0,1,1,2.9,Tarumanagara,3.4,4.5,24,47
KOS-0487,Kos Kemayoran 487,Jakarta Pusat,Kemayoran,3000000,Putra,24,0,1,1,0,1,0,0,0,3.0,Tarumanagara,1.8,3.8,22,135
KOS-0488,Kos Menteng 488,Jakarta Pusat,Menteng,1700000,Putra,15,0,0,1,0,1,1,0,0,6.2,Trisakti,3.3,3.6,21,69
KOS-0489,Kos Gambir 489,Jakarta Pusat,Gambir,2800000,Putri,9,0,1,1,1,1,0,0,0,4.0,Trisakti,1.8,4.9,18,144
KOS-0490,Kos Tanah Abang 490,Jakarta Pusat,Tanah Abang,2550000,Putri,9,0,0,0,1,0,0,1,0,8.7,Trisakti,1.6,3.8,5,132
KOS-0491,Kos Cempaka Putih 491,Jakarta Pusat,Cempaka Putih,2550000,Putra,9,0,1,1,0,1,1,1,1,5.6,Universitas Indonesia Salemba,2.4,4.6,16,143
KOS-0492,Kos Senen 492,Jakarta Pusat,Senen,2750000,Campur,12,1,0,1,0,1,0,0,0,4.4,Universitas Indonesia Salemba,0.4,4.3,10,19
KOS-0493,Kos Kemayoran 493,Jakarta Pusat,Kemayoran,2150000,Putra,15,0,1,1,0,1,0,0,0,5.6,Universitas Indonesia Salemba,0.9,3.8,19,186
KOS-0494,Kos Tanah Abang 494,Jakarta Pusat,Tanah Abang,2300000,Putra,12,1,0,0,0,0,0,0,0,6.3,Trisakti,4.8,4.4,13,90
KOS-0495,Kos Sawah Besar 495,Jakarta Pusat,Sawah Besar,3450000,Putri,15,1,1,1,1,1,1,0,1,8.4,Universitas Indonesia Salemba,3.8,3.5,9,40
KOS-0496,Kos Menteng 496,Jakarta Pusat,Menteng,3350000,Putri,12,1,1,1,1,1,1,0,0,2.0,Trisakti,4.1,3.9,18,125
KOS-0497,Kos Gambir 497,Jakarta Pusat,Gambir,3200000,Putra,9,0,1,1,0,1,0,0,1,1.7,Tarumanagara,0.7,3.9,18,58
KOS-0498,Kos Tanah Abang 498,Jakarta Pusat,Tanah Abang,2450000,Putra,12,0,0,1,0,1,0,1,0,1.2,Tarumanagara,0.3,4.9,11,58
KOS-0499,Kos Johar Baru 499,Jakarta Pusat,Johar Baru,2600000,Campur,12,1,1,0,1,0,1,0,0,6.8,Tarumanagara,2.9,4.6,25,100
KOS-0500,Kos Tanah Abang 500,Jakarta Pusat,Tanah Abang,2700000,Putra,12,1,0,0,1,1,0,0,1,7.8,Trisakti,1.4,4.5,28,18
KOS-0501,Kos Cempaka Putih 501,Jakarta Pusat,Cempaka Putih,2300000,Putra,15,1,0,1,1,0,0,0,0,3.5,Tarumanagara,2.4,4.0,28,58
KOS-0502,Kos Johar Baru 502,Jakarta Pusat,Johar Baru,3550000,Putri,20,1,1,1,0,0,0,0,1,0.9,Universitas Indonesia Salemba,2.6,3.6,24,166
KOS-0503,Kos Senen 503,Jakarta Pusat,Senen,2750000,Campur,12,0,1,0,1,1,1,0,0,0.8,Tarumanagara,3.5,3.8,23,178
KOS-0504,Kos Menteng 504,Jakarta Pusat,Menteng,2300000,Putri,15,1,0,1,1,1,1,1,0,6.6,Tarumanagara,3.6,4.9,15,51
KOS-0505,Kos Kemayoran 505,Jakarta Pusat,Kemayoran,2600000,Putra,12,0,1,1,1,1,0,0,0,4.3,Tarumanagara,1.1,4.8,16,120
KOS-0506,Kos Menteng 506,Jakarta Pusat,Menteng,2100000,Putri,12,1,0,1,1,1,0,0,0,8.8,Trisakti,3.5,4.1,27,138
KOS-0507,Kos Tanah Abang 507,Jakarta Pusat,Tanah Abang,2150000,Campur,15,0,1,0,1,1,1,0,1,5.3,Universitas Indonesia Salemba,3.7,4.8,15,104
KOS-0508,Kos Kemayoran 508,Jakarta Pusat,Kemayoran,2500000,Putri,12,0,1,1,1,0,1,0,0,8.7,Trisakti,4.7,4.7,17,88
KOS-0509,Kos Menteng 509,Jakarta Pusat,Menteng,3000000,Putri,18,0,1,0,1,1,0,0,1,3.0,Universitas Indonesia Salemba,2.7,4.3,21,141
KOS-0510,Kos Kemayoran 510,Jakarta Pusat,Kemayoran,2500000,Putri,15,0,1,1,1,1,0,0,0,7.0,Tarumanagara,2.0,4.7,14,35
KOS-0511,Kos Sawah Besar 511,Jakarta Pusat,Sawah Besar,3700000,Putri,15,1,1,1,1,1,0,0,1,1.4,Trisakti,4.8,4.3,9,83
KOS-0512,Kos Senen 512,Jakarta Pusat,Senen,2950000,Putra,12,1,1,1,0,1,0,0,1,1.3,Trisakti,0.5,3.7,5,114
KOS-0513,Kos Gambir 513,Jakarta Pusat,Gambir,3150000,Putra,24,1,0,1,0,1,0,0,1,4.5,Trisakti,1.9,4.7,24,54
KOS-0514,Kos Sawah Besar 514,Jakarta Pusat,Sawah Besar,3700000,Putri,12,1,1,1,1,0,0,0,1,5.4,Trisakti,2.3,4.0,15,58
KOS-0515,Kos Johar Baru 515,Jakarta Pusat,Johar Baru,3050000,Campur,15,1,0,1,1,1,0,0,1,7.5,Tarumanagara,1.1,4.9,13,38
KOS-0516,Kos Menteng 516,Jakarta Pusat,Menteng,3300000,Putra,12,1,1,1,0,1,1,1,1,5.0,Trisakti,1.8,3.7,17,9
KOS-0517,Kos Senen 517,Jakarta Pusat,Senen,2800000,Putra,9,0,1,1,0,1,1,0,1,9.4,Tarumanagara,2.0,4.0,14,74
KOS-0518,Kos Sawah Besar 518,Jakarta Pusat,Sawah Besar,3100000,Putri,12,0,0,1,0,1,1,0,1,5.0,Universitas Indonesia Salemba,3.1,4.8,6,117
KOS-0519,Kos Kemayoran 519,Jakarta Pusat,Kemayoran,2800000,Putri,12,1,0,1,0,1,1,1,0,3.1,Trisakti,3.9,4.0,22,110
KOS-0520,Kos Cempaka Putih 520,Jakarta Pusat,Cempaka Putih,2200000,Putra,15,0,0,1,0,1,0,1,1,8.3,Universitas Indonesia Salemba,3.3,3.8,29,128
KOS-0521,Kos Cempaka Putih 521,Jakarta Pusat,Cempaka Putih,2100000,Putra,9,1,0,1,0,0,0,0,1,3.0,Tarumanagara,2.3,4.4,24,169
KOS-0522,Kos Tanah Abang 522,Jakarta Pusat,Tanah Abang,3750000,Putri,24,1,1,0,0,0,0,0,1,2.7,Trisakti,1.7,4.2,24,32
KOS-0523,Kos Menteng 523,Jakarta Pusat,Menteng,3100000,Putri,12,1,0,1,1,1,0,1,1,9.4,Trisakti,0.6,4.7,16,73
KOS-0524,Kos Tanah Abang 524,Jakarta Pusat,Tanah Abang,2400000,Putra,9,1,0,1,0,1,0,1,1,6.1,Tarumanagara,2.8,4.9,16,74
KOS-0525,Kos Sawah Besar 525,Jakarta Pusat,Sawah Besar,2600000,Putra,9,1,1,1,0,1,0,1,0,5.2,Universitas Indonesia Salemba,3.5,4.5,26,150
KOS-0526,Kos Kemayoran 526,Jakarta Pusat,Kemayoran,3000000,Putri,12,1,1,0,0,0,1,0,0,2.8,Tarumanagara,1.0,4.2,19,7
KOS-0527,Kos Tanah Abang 527,Jakarta Pusat,Tanah Abang,2500000,Putri,15,1,1,0,0,0,0,0,0,4.1,Trisakti,3.7,4.3,19,84
KOS-0528,Kos Cempaka Putih 528,Jakarta Pusat,Cempaka Putih,3200000,Putri,15,1,1,1,1,1,1,0,1,9.7,Universitas Indonesia Salemba,2.4,4.5,9,74
KOS-0529,Kos Johar Baru 529,Jakarta Pusat,Johar Baru,2150000,Putri,12,1,0,0,1,0,0,0,0,8.9,Universitas Indonesia Salemba,2.1,4.6,5,46
KOS-0530,Kos Senen 530,Jakarta Pusat,Senen,3650000,Campur,12,1,1,1,1,1,0,0,1,1.2,Tarumanagara,4.9,4.9,19,51
KOS-0531,Kos Sawah Besar 531,Jakarta Pusat,Sawah Besar,2550000,Putra,15,1,1,0,0,1,0,0,1,8.9,Universitas Indonesia Salemba,2.5,4.4,5,185
KOS-0532,Kos Johar Baru 532,Jakarta Pusat,Johar Baru,3250000,Putra,18,1,0,1,1,0,0,1,1,7.0,Trisakti,2.7,3.8,23,115
KOS-0533,Kos Tanah Abang 533,Jakarta Pusat,Tanah Abang,2600000,Putra,15,1,1,1,1,0,0,1,0,4.4,Tarumanagara,4.4,4.0,27,69
KOS-0534,Kos Kemayoran 534,Jakarta Pusat,Kemayoran,2650000,Putra,15,1,1,1,0,1,0,1,1,4.1,Tarumanagara,0.2,4.2,20,174
KOS-0535,Kos Gambir 535,Jakarta Pusat,Gambir,2150000,Putri,9,0,1,1,0,1,0,0,0,6.9,Trisakti,3.8,3.6,7,20
KOS-0536,Kos Johar Baru 536,Jakarta Pusat,Johar Baru,3750000,Putra,18,1,1,1,1,1,0,1,1,4.6,Trisakti,4.2,4.6,15,116
KOS-0537,Kos Cempaka Putih 537,Jakarta Pusat,Cempaka Putih,2150000,Campur,9,1,1,0,0,1,0,1,0,6.2,Trisakti,2.9,4.7,12,154
KOS-0538,Kos Sawah Besar 538,Jakarta Pusat,Sawah Besar,3300000,Putra,15,0,1,1,0,1,1,0,1,5.1,Tarumanagara,4.1,4.9,17,20
KOS-0539,Kos Johar Baru 539,Jakarta Pusat,Johar Baru,2050000,Putri,15,1,0,0,0,1,1,0,0,6.9,Universitas Indonesia Salemba,1.0,3.7,19,20
KOS-0540,Kos Cempaka Putih 540,Jakarta Pusat,Cempaka Putih,3400000,Putri,24,1,1,0,0,0,1,0,1,2.5,Trisakti,2.7,4.9,9,42
KOS-0541,Kos Kemayoran 541,Jakarta Pusat,Kemayoran,2900000,Putri,9,0,1,1,0,1,0,0,1,5.0,Tarumanagara,3.7,4.0,16,107
KOS-0542,Kos Sawah Besar 542,Jakarta Pusat,Sawah Besar,2450000,Campur,12,1,0,1,1,0,1,1,0,8.5,Tarumanagara,2.2,4.7,11,168
KOS-0543,Kos Sawah Besar 543,Jakarta Pusat,Sawah Besar,3150000,Putra,15,0,1,0,0,1,0,0,1,3.7,Trisakti,1.7,4.5,24,110
KOS-0544,Kos Cempaka Putih 544,Jakarta Pusat,Cempaka Putih,3500000,Putri,18,1,1,1,1,0,1,1,0,5.2,Trisakti,1.7,3.8,16,154
KOS-0545,Kos Tanah Abang 545,Jakarta Pusat,Tanah Abang,2750000,Campur,18,1,1,0,0,0,0,0,0,2.2,Trisakti,2.2,4.3,12,116
KOS-0546,Kos Tanah Abang 546,Jakarta Pusat,Tanah Abang,3200000,Putri,9,1,0,1,0,1,0,0,0,0.9,Trisakti,3.3,4.2,11,12
KOS-0547,Kos Menteng 547,Jakarta Pusat,Menteng,3500000,Campur,12,1,1,1,1,1,1,0,0,3.1,Trisakti,2.5,4.3,23,180
KOS-0548,Kos Johar Baru 548,Jakarta Pusat,Johar Baru,3200000,Campur,20,0,1,1,1,1,0,1,0,6.2,Tarumanagara,4.1,4.5,6,10
KOS-0549,Kos Tanah Abang 549,Jakarta Pusat,Tanah Abang,2400000,Putra,12,1,1,1,1,0,0,0,0,5.8,Universitas Indonesia Salemba,4.7,4.7,25,78
KOS-0550,Kos Senen 550,Jakarta Pusat,Senen,2800000,Putri,15,0,0,1,1,0,0,1,1,4.2,Trisakti,1.0,4.9,11,99
KOS-0551,Kos Kemayoran 551,Jakarta Pusat,Kemayoran,2550000,Putra,9,1,0,1,0,1,0,0,0,1.5,Tarumanagara,3.4,3.8,23,5
KOS-0552,Kos Sawah Besar 552,Jakarta Pusat,Sawah Besar,3000000,Campur,12,0,0,1,1,1,0,1,1,1.8,Universitas Indonesia Salemba,1.2,3.7,22,10
KOS-0553,Kos Cempaka Putih 553,Jakarta Pusat,Cempaka Putih,2050000,Putra,12,1,0,1,1,0,0,1,0,5.8,Trisakti,3.0,3.9,16,138
KOS-0554,Kos Gambir 554,Jakarta Pusat,Gambir,2550000,Putri,9,1,1,0,0,1,0,0,1,7.0,Trisakti,4.0,4.9,9,136
KOS-0555,Kos Tanah Abang 555,Jakarta Pusat,Tanah Abang,3150000,Campur,9,1,1,1,0,0,1,0,1,9.7,Universitas Indonesia Salemba,4.7,4.5,10,152
KOS-0556,Kos Kemayoran 556,Jakarta Pusat,Kemayoran,2550000,Campur,12,0,1,1,0,1,1,0,1,6.3,Universitas Indonesia Salemba,2.0,4.9,22,168
KOS-0557,Kos Cempaka Putih 557,Jakarta Pusat,Cempaka Putih,3400000,Putri,20,0,1,0,0,1,0,0,1,6.6,Trisakti,2.2,3.8,8,29
KOS-0558,Kos Tanah Abang 558,Jakarta Pusat,Tanah Abang,2650000,Putra,18,1,0,1,0,0,1,0,0,7.8,Universitas Indonesia Salemba,0.3,4.5,14,130
KOS-0559,Kos Johar Baru 559,Jakarta Pusat,Johar Baru,2350000,Campur,9,0,1,1,0,1,1,0,1,10.0,Tarumanagara,0.8,3.9,26,83
KOS-0560,Kos Tanah Abang 560,Jakarta Pusat,Tanah Abang,3550000,Putra,20,1,1,1,1,1,0,0,0,5.5,Tarumanagara,3.7,4.8,6,113
KOS-0561,Kos Kemayoran 561,Jakarta Pusat,Kemayoran,3100000,Putra,20,0,1,1,1,1,1,0,1,2.2,Universitas Indonesia Salemba,1.6,3.8,6,29
KOS-0562,Kos Senen 562,Jakarta Pusat,Senen,2850000,Putri,18,1,1,1,0,1,0,1,0,8.1,Tarumanagara,1.1,3.6,22,32
KOS-0563,Kos Tanah Abang 563,Jakarta Pusat,Tanah Abang,2850000,Putra,12,1,0,1,1,1,0,0,0,9.2,Tarumanagara,2.1,3.8,24,21
KOS-0564,Kos Sawah Besar 564,Jakarta Pusat,Sawah Besar,2850000,Putra,18,0,1,1,1,0,0,0,1,6.2,Universitas Indonesia Salemba,3.1,4.2,19,45
KOS-0565,Kos Sawah Besar 565,Jakarta Pusat,Sawah Besar,2300000,Putri,18,1,1,0,0,0,0,0,1,7.6,Tarumanagara,4.7,4.5,28,60
KOS-0566,Kos Kalideres 566,Jakarta Barat,Kalideres,2800000,Putra,15,1,1,1,1,1,0,1,1,8.1,Trisakti,4.0,4.7,14,28
KOS-0567,Kos Kalideres 567,Jakarta Barat,Kalideres,2050000,Campur,15,1,1,1,0,1,0,0,1,8.5,Binus Kemanggisan,2.5,4.4,23,96
KOS-0568,Kos Kalideres 568,Jakarta Barat,Kalideres,2650000,Putra,12,1,1,1,0,0,0,1,1,8.3,Universitas Tarumanagara,0.8,4.9,9,108
KOS-0569,Kos Taman Sari 569,Jakarta Barat,Taman Sari,2300000,Putri,15,1,0,0,1,1,1,0,1,8.9,Trisakti,3.7,4.3,15,60
KOS-0570,Kos Kalideres 570,Jakarta Barat,Kalideres,2050000,Putri,9,1,1,1,1,1,0,0,0,6.0,Universitas Tarumanagara,1.2,5.0,6,30
KOS-0571,Kos Kembangan 571,Jakarta Barat,Kembangan,1700000,Putri,12,0,0,1,1,1,1,0,0,1.6,Binus Kemanggisan,2.0,4.8,17,137
KOS-0572,Kos Taman Sari 572,Jakarta Barat,Taman Sari,2500000,Putra,12,1,1,1,0,1,0,0,0,2.7,Binus Kemanggisan,0.9,4.6,6,51
KOS-0573,Kos Taman Sari 573,Jakarta Barat,Taman Sari,2450000,Putra,24,1,1,1,0,1,0,0,1,6.1,Trisakti,2.9,3.5,18,85
KOS-0574,Kos Grogol Petamburan 574,Jakarta Barat,Grogol Petamburan,2000000,Putri,9,0,0,1,0,1,0,1,1,3.4,Universitas Tarumanagara,1.5,4.2,27,194
KOS-0575,Kos Kalideres 575,Jakarta Barat,Kalideres,2300000,Putra,15,1,0,1,1,1,0,0,0,2.9,Universitas Tarumanagara,3.4,4.9,6,43
KOS-0576,Kos Kalideres 576,Jakarta Barat,Kalideres,1750000,Putra,15,1,0,1,0,1,1,0,1,4.9,Binus Kemanggisan,0.4,4.5,28,92
KOS-0577,Kos Taman Sari 577,Jakarta Barat,Taman Sari,1750000,Campur,12,0,1,1,0,1,1,1,1,8.9,Trisakti,1.4,4.7,25,148
KOS-0578,Kos Palmerah 578,Jakarta Barat,Palmerah,2250000,Putri,12,1,1,1,1,1,0,1,0,5.2,Trisakti,2.4,4.3,10,183
KOS-0579,Kos Cengkareng 579,Jakarta Barat,Cengkareng,2100000,Campur,12,1,1,1,0,1,0,0,0,1.9,Universitas Tarumanagara,0.7,3.8,25,12
KOS-0580,Kos Kembangan 580,Jakarta Barat,Kembangan,2150000,Putra,12,0,1,1,1,0,0,0,0,2.0,Binus Kemanggisan,1.2,3.5,25,53
KOS-0581,Kos Kalideres 581,Jakarta Barat,Kalideres,2750000,Putra,9,1,1,1,1,1,0,0,1,2.8,Binus Kemanggisan,4.4,4.2,21,182
KOS-0582,Kos Cengkareng 582,Jakarta Barat,Cengkareng,2000000,Putra,12,1,0,1,1,1,0,1,0,0.7,Trisakti,2.0,4.0,23,157
KOS-0583,Kos Taman Sari 583,Jakarta Barat,Taman Sari,1900000,Campur,15,0,1,0,1,1,0,1,1,2.7,Binus Kemanggisan,4.5,3.9,17,20
KOS-0584,Kos Kebon Jeruk 584,Jakarta Barat,Kebon Jeruk,1950000,Putri,15,1,1,0,1,1,0,0,1,7.3,Universitas Tarumanagara,2.6,3.6,25,96
KOS-0585,Kos Tambora 585,Jakarta Barat,Tambora,1950000,Putri,9,1,0,1,1,0,0,0,0,5.5,Binus Kemanggisan,0.2,4.2,7,40
KOS-0586,Kos Kebon Jeruk 586,Jakarta Barat,Kebon Jeruk,2300000,Putri,20,1,0,1,1,1,0,1,0,2.7,Universitas Tarumanagara,4.6,3.9,25,57
KOS-0587,Kos Tambora 587,Jakarta Barat,Tambora,2550000,Putri,15,1,1,1,0,1,0,1,0,9.8,Trisakti,0.5,4.3,22,64
KOS-0588,Kos Grogol Petamburan 588,Jakarta Barat,Grogol Petamburan,2100000,Putri,15,1,0,0,0,1,1,1,0,9.7,Trisakti,2.4,4.8,18,76
KOS-0589,Kos Kalideres 589,Jakarta Barat,Kalideres,2550000,Putri,15,1,1,1,0,1,0,0,1,2.0,Universitas Tarumanagara,3.8,4.7,5,82
KOS-0590,Kos Kalideres 590,Jakarta Barat,Kalideres,1800000,Putra,12,1,0,1,1,0,1,0,0,6.5,Trisakti,0.5,3.6,7,116
KOS-0591,Kos Kalideres 591,Jakarta Barat,Kalideres,2600000,Putri,15,1,1,0,0,1,1,1,1,5.7,Universitas Tarumanagara,0.4,4.5,28,42
KOS-0592,Kos Kembangan 592,Jakarta Barat,Kembangan,1650000,Campur,12,1,0,1,0,1,0,0,0,9.5,Binus Kemanggisan,0.5,4.3,27,168
KOS-0593,Kos Palmerah 593,Jakarta Barat,Palmerah,2500000,Campur,12,1,0,1,1,0,0,0,1,3.3,Trisakti,4.5,5.0,26,124
KOS-0594,Kos Tambora 594,Jakarta Barat,Tambora,1600000,Putra,9,1,1,0,1,1,1,0,0,6.3,Universitas Tarumanagara,4.7,4.4,23,171
KOS-0595,Kos Kebon Jeruk 595,Jakarta Barat,Kebon Jeruk,2150000,Putra,9,1,0,1,0,1,0,0,1,5.4,Trisakti,3.5,3.7,23,54
KOS-0596,Kos Kalideres 596,Jakarta Barat,Kalideres,2000000,Putri,9,1,1,0,1,1,0,0,1,7.1,Trisakti,3.9,4.8,12,46
KOS-0597,Kos Cengkareng 597,Jakarta Barat,Cengkareng,1900000,Putri,9,1,0,0,0,0,1,0,1,0.8,Universitas Tarumanagara,0.4,4.0,13,59
KOS-0598,Kos Cengkareng 598,Jakarta Barat,Cengkareng,2050000,Putri,12,1,0,0,1,1,0,0,1,7.5,Universitas Tarumanagara,3.6,4.8,15,68
KOS-0599,Kos Kalideres 599,Jakarta Barat,Kalideres,2000000,Putra,12,1,1,0,1,0,1,1,1,4.6,Binus Kemanggisan,1.8,4.2,10,117
KOS-0600,Kos Kembangan 600,Jakarta Barat,Kembangan,2250000,Putri,9,1,0,1,1,1,0,0,1,6.7,Binus Kemanggisan,0.6,3.5,22,99
KOS-0601,Kos Grogol Petamburan 601,Jakarta Barat,Grogol Petamburan,2100000,Putra,12,1,1,1,1,1,0,0,0,2.3,Trisakti,1.3,4.5,16,88
KOS-0602,Kos Taman Sari 602,Jakarta Barat,Taman Sari,2200000,Campur,9,1,1,1,1,1,0,0,1,7.9,Trisakti,3.2,4.8,26,104
KOS-0603,Kos Grogol Petamburan 603,Jakarta Barat,Grogol Petamburan,2550000,Campur,9,0,1,1,1,1,0,1,1,3.4,Binus Kemanggisan,3.4,4.9,9,96
KOS-0604,Kos Kembangan 604,Jakarta Barat,Kembangan,1800000,Putra,12,1,0,1,1,1,0,0,1,3.4,Binus Kemanggisan,3.6,4.4,19,105
KOS-0605,Kos Tambora 605,Jakarta Barat,Tambora,1600000,Campur,12,1,0,1,0,1,1,0,1,9.5,Binus Kemanggisan,1.2,4.8,22,73
KOS-0606,Kos Palmerah 606,Jakarta Barat,Palmerah,3050000,Putri,12,1,1,1,1,1,1,0,1,5.0,Binus Kemanggisan,0.4,4.4,13,180
KOS-0607,Kos Grogol Petamburan 607,Jakarta Barat,Grogol Petamburan,1850000,Putri,18,0,1,0,1,0,0,0,0,6.3,Trisakti,1.1,4.9,11,116
KOS-0608,Kos Kalideres 608,Jakarta Barat,Kalideres,2500000,Campur,18,1,0,1,0,1,0,0,0,1.2,Trisakti,0.4,3.7,8,135
KOS-0609,Kos Kebon Jeruk 609,Jakarta Barat,Kebon Jeruk,1850000,Putra,15,0,0,1,1,1,1,0,1,1.8,Binus Kemanggisan,4.5,4.9,8,36
KOS-0610,Kos Grogol Petamburan 610,Jakarta Barat,Grogol Petamburan,2400000,Putra,15,1,0,1,1,1,0,0,1,4.0,Universitas Tarumanagara,4.3,4.0,23,132
KOS-0611,Kos Tambora 611,Jakarta Barat,Tambora,1650000,Putri,18,1,0,0,0,1,0,0,1,8.7,Universitas Tarumanagara,2.4,4.4,14,197
KOS-0612,Kos Kebon Jeruk 612,Jakarta Barat,Kebon Jeruk,1750000,Putra,15,1,0,1,0,1,0,0,1,6.5,Trisakti,3.0,4.4,29,137
KOS-0613,Kos Cengkareng 613,Jakarta Barat,Cengkareng,2400000,Putra,12,0,1,1,1,1,0,0,1,3.5,Trisakti,1.9,3.8,25,154
KOS-0614,Kos Cengkareng 614,Jakarta Barat,Cengkareng,1600000,Putri,9,1,0,1,0,0,0,0,0,3.8,Binus Kemanggisan,4.2,5.0,6,16
KOS-0615,Kos Palmerah 615,Jakarta Barat,Palmerah,2600000,Putri,18,1,1,1,1,1,0,1,1,7.2,Trisakti,1.2,3.6,8,141
KOS-0616,Kos Tambora 616,Jakarta Barat,Tambora,2150000,Campur,12,1,1,1,0,0,1,0,0,8.1,Trisakti,0.4,4.7,12,108
KOS-0617,Kos Kebon Jeruk 617,Jakarta Barat,Kebon Jeruk,2250000,Putri,12,1,1,1,0,0,1,0,1,8.6,Binus Kemanggisan,0.7,3.7,26,23
KOS-0618,Kos Tambora 618,Jakarta Barat,Tambora,3000000,Putri,18,1,1,0,1,1,1,0,0,5.0,Universitas Tarumanagara,3.7,4.6,9,135
KOS-0619,Kos Palmerah 619,Jakarta Barat,Palmerah,2250000,Putri,15,1,1,1,0,1,0,0,0,6.6,Trisakti,1.3,3.8,6,183
KOS-0620,Kos Kalideres 620,Jakarta Barat,Kalideres,1950000,Putri,15,1,1,1,0,0,1,1,1,5.2,Binus Kemanggisan,1.6,4.9,15,79
KOS-0621,Kos Cengkareng 621,Jakarta Barat,Cengkareng,1550000,Putra,15,1,0,1,1,0,0,0,1,6.2,Binus Kemanggisan,1.8,3.8,7,110
KOS-0622,Kos Kebon Jeruk 622,Jakarta Barat,Kebon Jeruk,2550000,Campur,9,1,1,1,0,0,1,0,0,0.7,Binus Kemanggisan,0.3,4.0,22,181
KOS-0623,Kos Grogol Petamburan 623,Jakarta Barat,Grogol Petamburan,2100000,Putra,18,1,0,1,0,1,0,1,0,8.7,Universitas Tarumanagara,2.1,4.8,22,137
KOS-0624,Kos Kembangan 624,Jakarta Barat,Kembangan,2000000,Putri,12,1,1,1,0,1,0,1,0,2.0,Trisakti,4.6,4.8,8,190
KOS-0625,Kos Kembangan 625,Jakarta Barat,Kembangan,2200000,Campur,15,1,1,1,0,0,0,0,0,6.8,Binus Kemanggisan,3.2,4.8,12,119
KOS-0626,Kos Taman Sari 626,Jakarta Barat,Taman Sari,2100000,Putra,18,1,1,1,1,1,0,0,1,6.9,Binus Kemanggisan,5.0,4.8,29,14
KOS-0627,Kos Cengkareng 627,Jakarta Barat,Cengkareng,2500000,Putri,12,1,1,1,0,1,1,0,1,5.9,Binus Kemanggisan,0.9,3.5,5,113
KOS-0628,Kos Grogol Petamburan 628,Jakarta Barat,Grogol Petamburan,2650000,Putri,20,1,1,1,1,0,1,1,1,7.3,Universitas Tarumanagara,2.0,4.1,19,22
KOS-0629,Kos Cengkareng 629,Jakarta Barat,Cengkareng,2550000,Putri,15,0,1,1,1,1,0,1,0,1.3,Universitas Tarumanagara,4.3,3.6,29,153
KOS-0630,Kos Taman Sari 630,Jakarta Barat,Taman Sari,3050000,Putri,9,1,1,1,1,1,0,0,1,1.7,Universitas Tarumanagara,4.1,4.1,13,40
KOS-0631,Kos Cengkareng 631,Jakarta Barat,Cengkareng,2550000,Putri,12,1,1,1,1,1,1,0,0,7.2,Trisakti,4.2,3.9,24,123
KOS-0632,Kos Kebon Jeruk 632,Jakarta Barat,Kebon Jeruk,2500000,Campur,24,1,0,1,1,0,1,0,1,4.5,Universitas Tarumanagara,1.0,4.9,17,124
KOS-0633,Kos Kembangan 633,Jakarta Barat,Kembangan,2400000,Putri,12,1,0,1,0,1,1,0,1,8.7,Trisakti,3.8,4.1,25,94
KOS-0634,Kos Tambora 634,Jakarta Barat,Tambora,1600000,Putra,9,1,1,0,0,0,0,0,0,7.9,Binus Kemanggisan,4.1,4.2,23,143
KOS-0635,Kos Taman Sari 635,Jakarta Barat,Taman Sari,1850000,Putri,9,0,1,1,0,1,1,1,0,2.5,Trisakti,2.5,4.6,27,46
KOS-0636,Kos Kembangan 636,Jakarta Barat,Kembangan,2450000,Putri,12,1,0,1,0,1,0,0,1,2.8,Binus Kemanggisan,2.8,4.6,16,52
KOS-0637,Kos Kembangan 637,Jakarta Barat,Kembangan,2400000,Putri,15,1,0,1,1,1,0,1,0,7.7,Trisakti,4.5,3.8,20,185
KOS-0638,Kos Kembangan 638,Jakarta Barat,Kembangan,2650000,Putri,9,1,1,0,1,0,0,0,1,4.3,Binus Kemanggisan,3.9,4.1,17,106
